Delivery Number: 5, Reason: Missing Weight
Delivery Number: 861173, Reason: Missing Priority
Delivery Number: 861181, Reason: Missing Area
Delivery Number: 861222, Reason: Missing Area
Delivery Number: 861230, Reason: Missing Weight
Delivery Number: 861247, Reason: Missing Priority
Delivery Number: 861254, Reason: Weight cannot be zero or negative
Delivery Number: 861276, Reason: Weight exceeds capacity
Delivery Number: 861286, Reason: Missing Area
Delivery Number: 861294, Reason: Weight cannot be zero or negative
Delivery Number: 861304, Reason: Weight exceeds capacity
Delivery Number: 861308, Reason: Missing Weight
Delivery Number: 861320, Reason: Missing Weight
Delivery Number: 861322, Reason: Missing Priority
Delivery Number: 861330, Reason: Missing Area
Delivery Number: 861351, Reason: Weight cannot be zero or negative
Delivery Number: 861361, Reason: Missing Weight
Delivery Number: 861424, Reason: Weight cannot be zero or negative
Delivery Number: 861429, Reason: Weight cannot be zero or negative
Delivery Number: 861454, Reason: Missing Area
Delivery Number: 861457, Reason: Missing Priority
Delivery Number: 861475, Reason: Missing Area
Delivery Number: 861489, Reason: Missing Area
Delivery Number: 861498, Reason: Weight exceeds capacity
Delivery Number: 861504, Reason: Missing Priority
Delivery Number: 861550, Reason: Missing Weight
Delivery Number: 861554, Reason: Missing Priority
Delivery Number: 861590, Reason: Missing Area
Delivery Number: 861606, Reason: Missing Area
Delivery Number: 861609, Reason: Missing Area
Delivery Number: 861616, Reason: Missing Area
Delivery Number: 861623, Reason: Weight exceeds capacity
Delivery Number: 861627, Reason: Weight cannot be zero or negative
Delivery Number: 861634, Reason: Missing Weight
Delivery Number: 861636, Reason: Missing Area
Delivery Number: 861645, Reason: Weight cannot be zero or negative
Delivery Number: 861649, Reason: Missing Area
Delivery Number: 861660, Reason: Missing Weight
Delivery Number: 861665, Reason: Weight cannot be zero or negative
Delivery Number: 861669, Reason: Weight cannot be zero or negative
Delivery Number: 861675, Reason: Weight cannot be zero or negative
Delivery Number: 861684, Reason: Weight cannot be zero or negative
Delivery Number: 861686, Reason: Missing Area
Delivery Number: 861693, Reason: Missing Area
Delivery Number: 861694, Reason: Weight cannot be zero or negative
Delivery Number: 861701, Reason: Weight cannot be zero or negative
Delivery Number: 861708, Reason: Missing Priority
Delivery Number: 861716, Reason: Weight cannot be zero or negative
Delivery Number: 861735, Reason: Missing Area
Delivery Number: 861741, Reason: Missing Area
Delivery Number: 861752, Reason: Missing Priority
Delivery Number: 861792, Reason: Weight exceeds capacity
Delivery Number: 861798, Reason: Missing Priority
Delivery Number: 861804, Reason: Missing Priority
Delivery Number: 861821, Reason: Weight cannot be zero or negative
Delivery Number: 861828, Reason: Missing Weight
Delivery Number: 861832, Reason: Weight cannot be zero or negative
Delivery Number: 861834, Reason: Missing Area
Delivery Number: 861840, Reason: Missing Weight
Delivery Number: 861842, Reason: Missing Area
Delivery Number: 861859, Reason: Weight exceeds capacity
Delivery Number: 861866, Reason: Weight cannot be zero or negative
Delivery Number: 861878, Reason: Weight exceeds capacity
Delivery Number: 861887, Reason: Weight cannot be zero or negative
Delivery Number: 861896, Reason: Weight cannot be zero or negative
Delivery Number: 861910, Reason: Missing Area
Delivery Number: 861927, Reason: Weight cannot be zero or negative
Delivery Number: 861929, Reason: Weight cannot be zero or negative
Delivery Number: 861931, Reason: Missing Area
Delivery Number: 861952, Reason: Weight cannot be zero or negative
Delivery Number: 861963, Reason: Weight exceeds capacity
Delivery Number: 861968, Reason: Missing Area
Delivery Number: 861975, Reason: Weight cannot be zero or negative
Delivery Number: 861996, Reason: Missing Weight
Delivery Number: 862022, Reason: Missing Area
Delivery Number: 862032, Reason: Missing Priority
Delivery Number: 862035, Reason: Missing Area
Delivery Number: 862065, Reason: Missing Priority
Delivery Number: 862078, Reason: Missing Area
Delivery Number: 862142, Reason: Missing Weight
Delivery Number: 862156, Reason: Missing Weight
Delivery Number: 862175, Reason: Weight exceeds capacity
Delivery Number: 862178, Reason: Weight cannot be zero or negative
Delivery Number: 862195, Reason: Missing Area
Delivery Number: 862200, Reason: Missing Area
Delivery Number: 862226, Reason: Missing Priority
Delivery Number: 862230, Reason: Missing Area
Delivery Number: 862250, Reason: Missing Area
Delivery Number: 862253, Reason: Weight cannot be zero or negative
Delivery Number: 862254, Reason: Missing Area
Delivery Number: 862257, Reason: Missing Weight
Delivery Number: 862272, Reason: Missing Weight
Delivery Number: 862288, Reason: Missing Priority
Delivery Number: 862322, Reason: Weight cannot be zero or negative
Delivery Number: 862330, Reason: Missing Area
Delivery Number: 862332, Reason: Missing Area
Delivery Number: 862343, Reason: Weight exceeds capacity
Delivery Number: 862366, Reason: Missing Area
Delivery Number: 862368, Reason: Missing Area
Delivery Number: 862370, Reason: Missing Weight
Delivery Number: 862375, Reason: Missing Area
Delivery Number: 862379, Reason: Weight exceeds capacity
Delivery Number: 862417, Reason: Weight cannot be zero or negative
Delivery Number: 862438, Reason: Weight cannot be zero or negative
Delivery Number: 862441, Reason: Missing Area
Delivery Number: 862446, Reason: Weight cannot be zero or negative
Delivery Number: 862452, Reason: Weight exceeds capacity
Delivery Number: 862457, Reason: Weight cannot be zero or negative
Delivery Number: 862486, Reason: Missing Area
Delivery Number: 862497, Reason: Missing Weight
Delivery Number: 862498, Reason: Missing Priority
Delivery Number: 862505, Reason: Weight cannot be zero or negative
Delivery Number: 862513, Reason: Missing Weight
Delivery Number: 862528, Reason: Weight cannot be zero or negative
Delivery Number: 862555, Reason: Missing Weight
Delivery Number: 862560, Reason: Missing Weight
Delivery Number: 862561, Reason: Missing Weight
Delivery Number: 862564, Reason: Weight cannot be zero or negative
Delivery Number: 862605, Reason: Weight cannot be zero or negative
Delivery Number: 862606, Reason: Weight exceeds capacity
Delivery Number: 862612, Reason: Weight cannot be zero or negative
Delivery Number: 862641, Reason: Weight exceeds capacity
Delivery Number: 862659, Reason: Missing Area
Delivery Number: 862664, Reason: Missing Priority
Delivery Number: 862675, Reason: Weight exceeds capacity
Delivery Number: 862678, Reason: Missing Weight
Delivery Number: 862683, Reason: Missing Weight
Delivery Number: 862714, Reason: Missing Weight
Delivery Number: 862723, Reason: Missing Area
Delivery Number: 862745, Reason: Missing Area
Delivery Number: 862748, Reason: Missing Priority
Delivery Number: 862758, Reason: Missing Weight
Delivery Number: 862773, Reason: Missing Area
Delivery Number: 862778, Reason: Missing Area
Delivery Number: 862819, Reason: Weight cannot be zero or negative
Delivery Number: 862822, Reason: Missing Area
Delivery Number: 862846, Reason: Weight exceeds capacity
Delivery Number: 862853, Reason: Missing Weight
Delivery Number: 862855, Reason: Missing Area
Delivery Number: 862869, Reason: Weight cannot be zero or negative
Delivery Number: 862906, Reason: Missing Priority
Delivery Number: 862913, Reason: Missing Priority
Delivery Number: 862935, Reason: Missing Weight
Delivery Number: 862948, Reason: Missing Area
Delivery Number: 862966, Reason: Missing Area
Delivery Number: 862969, Reason: Weight cannot be zero or negative
Delivery Number: 862972, Reason: Missing Priority
Delivery Number: 862974, Reason: Missing Area
Delivery Number: 862991, Reason: Missing Priority
Delivery Number: 863019, Reason: Missing Area
Delivery Number: 863028, Reason: Missing Priority
Delivery Number: 863053, Reason: Missing Priority
Delivery Number: 863055, Reason: Missing Area
Delivery Number: 863060, Reason: Missing Priority
Delivery Number: 863085, Reason: Missing Area
Delivery Number: 863120, Reason: Weight exceeds capacity
Delivery Number: 863169, Reason: Missing Area
Delivery Number: 863174, Reason: Missing Area
Delivery Number: 863189, Reason: Missing Area
Delivery Number: 863197, Reason: Missing Weight
Delivery Number: 863201, Reason: Weight exceeds capacity
Delivery Number: 863217, Reason: Weight exceeds capacity
Delivery Number: 863219, Reason: Weight cannot be zero or negative
Delivery Number: 863234, Reason: Missing Area
Delivery Number: 863239, Reason: Missing Priority
Delivery Number: 863243, Reason: Missing Area
Delivery Number: 863278, Reason: Weight cannot be zero or negative
Delivery Number: 863282, Reason: Weight cannot be zero or negative
Delivery Number: 863297, Reason: Weight cannot be zero or negative
Delivery Number: 863298, Reason: Missing Area
Delivery Number: 863300, Reason: Weight exceeds capacity
Delivery Number: 863301, Reason: Missing Weight
Delivery Number: 863326, Reason: Missing Priority
Delivery Number: 863328, Reason: Missing Weight
Delivery Number: 863334, Reason: Weight cannot be zero or negative
Delivery Number: 863335, Reason: Weight cannot be zero or negative
Delivery Number: 863336, Reason: Weight exceeds capacity
Delivery Number: 863349, Reason: Missing Area
Delivery Number: 863352, Reason: Missing Weight
Delivery Number: 863376, Reason: Weight exceeds capacity
Delivery Number: 863395, Reason: Weight exceeds capacity
Delivery Number: 863404, Reason: Weight exceeds capacity
Delivery Number: 863419, Reason: Weight exceeds capacity
Delivery Number: 863437, Reason: Missing Priority
Delivery Number: 863438, Reason: Weight exceeds capacity
Delivery Number: 863460, Reason: Weight cannot be zero or negative
Delivery Number: 863471, Reason: Weight cannot be zero or negative
Delivery Number: 863486, Reason: Missing Priority
Delivery Number: 863489, Reason: Missing Area
Delivery Number: 863500, Reason: Missing Area
Delivery Number: 863512, Reason: Missing Weight
Delivery Number: 863544, Reason: Missing Weight
Delivery Number: 863553, Reason: Weight exceeds capacity
Delivery Number: 863565, Reason: Missing Area
Delivery Number: 863583, Reason: Weight cannot be zero or negative
Delivery Number: 863587, Reason: Missing Area
Delivery Number: 863597, Reason: Missing Weight
Delivery Number: 863600, Reason: Missing Area
Delivery Number: 863644, Reason: Weight exceeds capacity
Delivery Number: 863655, Reason: Weight cannot be zero or negative
Delivery Number: 863665, Reason: Missing Area
Delivery Number: 863673, Reason: Missing Area
Delivery Number: 863677, Reason: Missing Area
Delivery Number: 863704, Reason: Weight cannot be zero or negative
Delivery Number: 863709, Reason: Missing Priority
Delivery Number: 863711, Reason: Missing Priority
Delivery Number: 863719, Reason: Weight cannot be zero or negative
Delivery Number: 863724, Reason: Weight exceeds capacity
Delivery Number: 863762, Reason: Missing Area
Delivery Number: 863788, Reason: Missing Weight
Delivery Number: 863791, Reason: Weight exceeds capacity
Delivery Number: 863819, Reason: Missing Area
Delivery Number: 863833, Reason: Missing Area
Delivery Number: 863881, Reason: Weight cannot be zero or negative
Delivery Number: 863891, Reason: Weight cannot be zero or negative
Delivery Number: 863900, Reason: Missing Priority
Delivery Number: 863903, Reason: Weight exceeds capacity
Delivery Number: 863905, Reason: Missing Area
Delivery Number: 863910, Reason: Weight cannot be zero or negative
Delivery Number: 863915, Reason: Missing Priority
Delivery Number: 863918, Reason: Weight cannot be zero or negative
Delivery Number: 863922, Reason: Missing Weight
Delivery Number: 863923, Reason: Missing Area
Delivery Number: 863932, Reason: Missing Weight
Delivery Number: 863949, Reason: Weight cannot be zero or negative
Delivery Number: 863952, Reason: Missing Area
Delivery Number: 863956, Reason: Missing Area
Delivery Number: 864073, Reason: Missing Area
Delivery Number: 864084, Reason: Weight cannot be zero or negative
Delivery Number: 864093, Reason: Missing Priority
Delivery Number: 864140, Reason: Missing Area
Delivery Number: 864162, Reason: Missing Weight
Delivery Number: 864179, Reason: Weight cannot be zero or negative
Delivery Number: 864182, Reason: Missing Priority
Delivery Number: 864186, Reason: Missing Weight
Delivery Number: 864187, Reason: Missing Area
Delivery Number: 864206, Reason: Missing Area
Delivery Number: 864223, Reason: Missing Priority
Delivery Number: 864236, Reason: Weight cannot be zero or negative
Delivery Number: 864267, Reason: Weight cannot be zero or negative
Delivery Number: 864272, Reason: Weight exceeds capacity
Delivery Number: 864300, Reason: Weight cannot be zero or negative
Delivery Number: 864332, Reason: Weight exceeds capacity
Delivery Number: 864336, Reason: Weight exceeds capacity
Delivery Number: 864341, Reason: Missing Area
Delivery Number: 864344, Reason: Weight cannot be zero or negative
Delivery Number: 864353, Reason: Weight exceeds capacity
Delivery Number: 864377, Reason: Missing Area
Delivery Number: 864384, Reason: Missing Weight
Delivery Number: 864385, Reason: Missing Area
Delivery Number: 864396, Reason: Missing Weight
Delivery Number: 864402, Reason: Weight exceeds capacity
Delivery Number: 864411, Reason: Missing Area
Delivery Number: 864412, Reason: Missing Area
Delivery Number: 864415, Reason: Weight cannot be zero or negative
Delivery Number: 864418, Reason: Weight cannot be zero or negative
Delivery Number: 864421, Reason: Missing Area
Delivery Number: 864431, Reason: Missing Area
Delivery Number: 864464, Reason: Missing Priority
Delivery Number: 864471, Reason: Missing Priority
Delivery Number: 864472, Reason: Missing Priority
Delivery Number: 864488, Reason: Weight exceeds capacity
Delivery Number: 864512, Reason: Weight exceeds capacity
Delivery Number: 864514, Reason: Weight cannot be zero or negative
Delivery Number: 864535, Reason: Weight cannot be zero or negative
Delivery Number: 864537, Reason: Missing Weight
Delivery Number: 864539, Reason: Weight cannot be zero or negative
Delivery Number: 864546, Reason: Weight cannot be zero or negative
Delivery Number: 864566, Reason: Missing Area
Delivery Number: 864569, Reason: Missing Priority
Delivery Number: 864583, Reason: Missing Area
Delivery Number: 864592, Reason: Missing Area
Delivery Number: 864598, Reason: Weight exceeds capacity
Delivery Number: 864609, Reason: Missing Area
Delivery Number: 864632, Reason: Weight cannot be zero or negative
Delivery Number: 864657, Reason: Missing Priority
Delivery Number: 864660, Reason: Weight exceeds capacity
Delivery Number: 864661, Reason: Missing Area
Delivery Number: 864668, Reason: Weight cannot be zero or negative
Delivery Number: 864676, Reason: Weight exceeds capacity
Delivery Number: 864696, Reason: Missing Priority
Delivery Number: 864703, Reason: Missing Weight
Delivery Number: 864720, Reason: Weight cannot be zero or negative
Delivery Number: 864747, Reason: Missing Area
Delivery Number: 864789, Reason: Missing Area
Delivery Number: 864801, Reason: Weight exceeds capacity
Delivery Number: 864802, Reason: Missing Weight
Delivery Number: 864809, Reason: Missing Weight
Delivery Number: 864815, Reason: Missing Area
Delivery Number: 864838, Reason: Missing Area
Delivery Number: 864844, Reason: Missing Area
Delivery Number: 864856, Reason: Weight cannot be zero or negative
Delivery Number: 864871, Reason: Missing Area
Delivery Number: 864875, Reason: Weight exceeds capacity
Delivery Number: 864905, Reason: Missing Weight
Delivery Number: 864922, Reason: Missing Area
Delivery Number: 864948, Reason: Missing Priority
Delivery Number: 864966, Reason: Missing Area
Delivery Number: 864970, Reason: Missing Area
Delivery Number: 865004, Reason: Missing Area
Delivery Number: 865008, Reason: Missing Area
Delivery Number: 865014, Reason: Missing Priority
Delivery Number: 865017, Reason: Missing Weight
Delivery Number: 865026, Reason: Missing Area
Delivery Number: 865031, Reason: Weight cannot be zero or negative
Delivery Number: 865039, Reason: Weight cannot be zero or negative
Delivery Number: 865056, Reason: Weight cannot be zero or negative
Delivery Number: 865063, Reason: Missing Priority
Delivery Number: 865101, Reason: Missing Area
Delivery Number: 865104, Reason: Weight cannot be zero or negative
Delivery Number: 865112, Reason: Missing Area
Delivery Number: 865134, Reason: Missing Area
Delivery Number: 865135, Reason: Missing Priority
Delivery Number: 865150, Reason: Weight cannot be zero or negative
Delivery Number: 865153, Reason: Missing Weight
Delivery Number: 865175, Reason: Missing Weight
Delivery Number: 865179, Reason: Weight cannot be zero or negative
Delivery Number: 865185, Reason: Missing Priority
Delivery Number: 865217, Reason: Weight cannot be zero or negative
Delivery Number: 865225, Reason: Missing Area
Delivery Number: 865231, Reason: Missing Priority
Delivery Number: 865233, Reason: Weight cannot be zero or negative
Delivery Number: 865238, Reason: Missing Priority
Delivery Number: 865251, Reason: Missing Area
Delivery Number: 865259, Reason: Missing Area
Delivery Number: 865260, Reason: Weight cannot be zero or negative
Delivery Number: 865265, Reason: Weight cannot be zero or negative
Delivery Number: 865272, Reason: Missing Area
Delivery Number: 865328, Reason: Missing Area
Delivery Number: 865332, Reason: Missing Weight
Delivery Number: 865343, Reason: Missing Weight
Delivery Number: 865373, Reason: Missing Priority
Delivery Number: 865374, Reason: Weight cannot be zero or negative
Delivery Number: 865389, Reason: Missing Area
Delivery Number: 865390, Reason: Weight cannot be zero or negative
Delivery Number: 865398, Reason: Weight cannot be zero or negative
Delivery Number: 865426, Reason: Weight exceeds capacity
Delivery Number: 865435, Reason: Weight exceeds capacity
Delivery Number: 865460, Reason: Missing Area
Delivery Number: 865461, Reason: Missing Area
Delivery Number: 865465, Reason: Missing Area
Delivery Number: 865476, Reason: Missing Priority
Delivery Number: 865478, Reason: Missing Area
Delivery Number: 865482, Reason: Weight exceeds capacity
Delivery Number: 865496, Reason: Missing Weight
Delivery Number: 865497, Reason: Missing Area
Delivery Number: 865503, Reason: Missing Priority
Delivery Number: 865507, Reason: Weight exceeds capacity
Delivery Number: 865512, Reason: Missing Area
Delivery Number: 865517, Reason: Missing Area
Delivery Number: 865532, Reason: Weight cannot be zero or negative
Delivery Number: 865534, Reason: Missing Priority
Delivery Number: 865540, Reason: Weight exceeds capacity
Delivery Number: 865542, Reason: Missing Priority
Delivery Number: 865549, Reason: Missing Area
Delivery Number: 865560, Reason: Missing Weight
Delivery Number: 865589, Reason: Missing Area
Delivery Number: 865593, Reason: Missing Area
Delivery Number: 865599, Reason: Weight cannot be zero or negative
Delivery Number: 865702, Reason: Missing Area
Delivery Number: 865709, Reason: Missing Area
Delivery Number: 865716, Reason: Weight cannot be zero or negative
Delivery Number: 865720, Reason: Missing Weight
Delivery Number: 865722, Reason: Missing Priority
Delivery Number: 865739, Reason: Weight exceeds capacity
Delivery Number: 865742, Reason: Missing Area
Delivery Number: 865752, Reason: Missing Priority
Delivery Number: 865763, Reason: Weight exceeds capacity
Delivery Number: 865790, Reason: Weight exceeds capacity
Delivery Number: 865797, Reason: Weight exceeds capacity
Delivery Number: 865804, Reason: Weight cannot be zero or negative
Delivery Number: 865806, Reason: Weight cannot be zero or negative
Delivery Number: 865808, Reason: Missing Area
Delivery Number: 865815, Reason: Missing Weight
Delivery Number: 865836, Reason: Missing Area
Delivery Number: 865843, Reason: Weight exceeds capacity
Delivery Number: 865883, Reason: Missing Area
Delivery Number: 865906, Reason: Missing Area
Delivery Number: 865923, Reason: Missing Weight
Delivery Number: 865925, Reason: Missing Area
Delivery Number: 865931, Reason: Weight cannot be zero or negative
Delivery Number: 865932, Reason: Missing Weight
Delivery Number: 865963, Reason: Missing Area
Delivery Number: 865972, Reason: Weight cannot be zero or negative
Delivery Number: 865976, Reason: Weight exceeds capacity
Delivery Number: 865978, Reason: Missing Weight
Delivery Number: 865985, Reason: Weight cannot be zero or negative
Delivery Number: 866003, Reason: Missing Weight
Delivery Number: 866015, Reason: Missing Area
Delivery Number: 866017, Reason: Missing Weight
Delivery Number: 866024, Reason: Missing Area
Delivery Number: 866040, Reason: Missing Area
Delivery Number: 866044, Reason: Missing Area
Delivery Number: 866052, Reason: Weight exceeds capacity
Delivery Number: 866054, Reason: Missing Area
Delivery Number: 866058, Reason: Missing Area
Delivery Number: 866065, Reason: Missing Area
Delivery Number: 866066, Reason: Missing Weight
Delivery Number: 866078, Reason: Weight cannot be zero or negative
Delivery Number: 866104, Reason: Missing Area
Delivery Number: 866117, Reason: Missing Area
Delivery Number: 866130, Reason: Weight cannot be zero or negative
Delivery Number: 866155, Reason: Missing Area
Delivery Number: 866162, Reason: Missing Priority
Delivery Number: 866172, Reason: Weight cannot be zero or negative
Delivery Number: 866217, Reason: Missing Area
Delivery Number: 866241, Reason: Missing Area
Delivery Number: 866294, Reason: Missing Weight
Delivery Number: 866304, Reason: Missing Area
Delivery Number: 866308, Reason: Weight cannot be zero or negative
Delivery Number: 866309, Reason: Weight cannot be zero or negative
Delivery Number: 866316, Reason: Weight cannot be zero or negative
Delivery Number: 866320, Reason: Weight cannot be zero or negative
Delivery Number: 866334, Reason: Weight cannot be zero or negative
Delivery Number: 866336, Reason: Missing Area
Delivery Number: 866340, Reason: Missing Area
Delivery Number: 866347, Reason: Weight cannot be zero or negative
Delivery Number: 866348, Reason: Missing Area
Delivery Number: 866373, Reason: Missing Area
Delivery Number: 866396, Reason: Weight exceeds capacity
Delivery Number: 866401, Reason: Weight cannot be zero or negative
Delivery Number: 866405, Reason: Weight cannot be zero or negative
Delivery Number: 866408, Reason: Missing Area
Delivery Number: 866416, Reason: Missing Weight
Delivery Number: 866437, Reason: Missing Weight
Delivery Number: 866441, Reason: Missing Area
Delivery Number: 866453, Reason: Missing Priority
Delivery Number: 866467, Reason: Weight exceeds capacity
Delivery Number: 866479, Reason: Missing Area
Delivery Number: 866483, Reason: Missing Area
Delivery Number: 866488, Reason: Missing Area
Delivery Number: 866497, Reason: Weight cannot be zero or negative
Delivery Number: 866566, Reason: Weight exceeds capacity
Delivery Number: 866573, Reason: Missing Area
Delivery Number: 866581, Reason: Missing Priority
Delivery Number: 866602, Reason: Missing Area
Delivery Number: 866603, Reason: Missing Area
Delivery Number: 866613, Reason: Weight exceeds capacity
Delivery Number: 866616, Reason: Weight cannot be zero or negative
Delivery Number: 866621, Reason: Missing Area
Delivery Number: 866630, Reason: Weight cannot be zero or negative
Delivery Number: 866649, Reason: Missing Weight
Delivery Number: 866664, Reason: Weight exceeds capacity
Delivery Number: 866670, Reason: Weight cannot be zero or negative
Delivery Number: 866677, Reason: Missing Weight
Delivery Number: 866684, Reason: Missing Priority
Delivery Number: 866737, Reason: Weight cannot be zero or negative
Delivery Number: 866753, Reason: Weight exceeds capacity
Delivery Number: 866800, Reason: Weight cannot be zero or negative
Delivery Number: 866806, Reason: Weight exceeds capacity
Delivery Number: 866838, Reason: Missing Weight
Delivery Number: 866857, Reason: Weight cannot be zero or negative
Delivery Number: 866865, Reason: Weight exceeds capacity
Delivery Number: 866879, Reason: Weight cannot be zero or negative
Delivery Number: 866895, Reason: Weight cannot be zero or negative
Delivery Number: 866929, Reason: Missing Area
Delivery Number: 866935, Reason: Missing Area
Delivery Number: 866957, Reason: Missing Priority
Delivery Number: 866962, Reason: Missing Weight
Delivery Number: 866968, Reason: Weight exceeds capacity
Delivery Number: 866974, Reason: Missing Priority
Delivery Number: 866985, Reason: Weight cannot be zero or negative
Delivery Number: 866994, Reason: Weight cannot be zero or negative
Delivery Number: 867005, Reason: Missing Weight
Delivery Number: 867056, Reason: Missing Area
Delivery Number: 867073, Reason: Weight cannot be zero or negative
Delivery Number: 867096, Reason: Missing Area
Delivery Number: 867107, Reason: Missing Weight
Delivery Number: 867108, Reason: Weight exceeds capacity
Delivery Number: 867115, Reason: Missing Area
Delivery Number: 867126, Reason: Missing Weight
Delivery Number: 867146, Reason: Weight cannot be zero or negative
Delivery Number: 867176, Reason: Missing Priority
Delivery Number: 867192, Reason: Missing Area
Delivery Number: 867205, Reason: Weight cannot be zero or negative
Delivery Number: 867213, Reason: Missing Area
Delivery Number: 867218, Reason: Missing Area
Delivery Number: 867221, Reason: Missing Weight
Delivery Number: 867237, Reason: Weight cannot be zero or negative
Delivery Number: 867246, Reason: Missing Weight
Delivery Number: 867273, Reason: Missing Weight
Delivery Number: 867289, Reason: Missing Area
Delivery Number: 867314, Reason: Weight cannot be zero or negative
Delivery Number: 867328, Reason: Weight cannot be zero or negative
Delivery Number: 867363, Reason: Weight cannot be zero or negative
Delivery Number: 867364, Reason: Weight cannot be zero or negative
Delivery Number: 867376, Reason: Missing Area
Delivery Number: 867401, Reason: Missing Priority
Delivery Number: 867406, Reason: Missing Weight
Delivery Number: 867411, Reason: Missing Weight
Delivery Number: 867418, Reason: Missing Weight
Delivery Number: 867423, Reason: Missing Area
Delivery Number: 867431, Reason: Missing Priority
Delivery Number: 867442, Reason: Missing Weight
Delivery Number: 867452, Reason: Missing Priority
Delivery Number: 867492, Reason: Missing Area
Delivery Number: 867497, Reason: Weight cannot be zero or negative
Delivery Number: 867499, Reason: Missing Weight
Delivery Number: 867505, Reason: Missing Priority
Delivery Number: 867526, Reason: Missing Area
Delivery Number: 867532, Reason: Missing Area
Delivery Number: 867561, Reason: Weight cannot be zero or negative
Delivery Number: 867572, Reason: Missing Area
Delivery Number: 867598, Reason: Weight exceeds capacity
Delivery Number: 867602, Reason: Weight exceeds capacity
Delivery Number: 867609, Reason: Missing Priority
Delivery Number: 867611, Reason: Missing Weight
Delivery Number: 867614, Reason: Missing Weight
Delivery Number: 867617, Reason: Missing Area
Delivery Number: 867627, Reason: Weight cannot be zero or negative
Delivery Number: 867632, Reason: Missing Priority
Delivery Number: 867642, Reason: Missing Weight
Delivery Number: 867647, Reason: Missing Area
Delivery Number: 867651, Reason: Weight exceeds capacity
Delivery Number: 867666, Reason: Missing Area
Delivery Number: 867692, Reason: Weight exceeds capacity
Delivery Number: 867694, Reason: Missing Priority
Delivery Number: 867711, Reason: Missing Area
Delivery Number: 867716, Reason: Missing Priority
Delivery Number: 867723, Reason: Missing Weight
Delivery Number: 867725, Reason: Weight cannot be zero or negative
Delivery Number: 867731, Reason: Missing Area
Delivery Number: 867737, Reason: Weight cannot be zero or negative
Delivery Number: 867738, Reason: Missing Area
Delivery Number: 867749, Reason: Weight cannot be zero or negative
Delivery Number: 867762, Reason: Weight cannot be zero or negative
Delivery Number: 867778, Reason: Missing Area
Delivery Number: 867781, Reason: Missing Priority
Delivery Number: 867801, Reason: Weight cannot be zero or negative
Delivery Number: 867814, Reason: Weight cannot be zero or negative
Delivery Number: 867828, Reason: Weight cannot be zero or negative
Delivery Number: 867832, Reason: Missing Weight
Delivery Number: 867841, Reason: Missing Area
Delivery Number: 867842, Reason: Missing Area
Delivery Number: 867867, Reason: Missing Priority
Delivery Number: 867873, Reason: Weight cannot be zero or negative
Delivery Number: 867893, Reason: Missing Priority
Delivery Number: 867909, Reason: Weight cannot be zero or negative
Delivery Number: 867925, Reason: Missing Weight
Delivery Number: 867927, Reason: Weight cannot be zero or negative
Delivery Number: 867948, Reason: Missing Area
Delivery Number: 867955, Reason: Missing Area
Delivery Number: 867995, Reason: Missing Weight
Delivery Number: 868018, Reason: Missing Area
Delivery Number: 868021, Reason: Missing Priority
Delivery Number: 868032, Reason: Weight cannot be zero or negative
Delivery Number: 868036, Reason: Missing Area
Delivery Number: 868038, Reason: Missing Area
Delivery Number: 868041, Reason: Missing Weight
Delivery Number: 868054, Reason: Missing Priority
Delivery Number: 868077, Reason: Missing Area
Delivery Number: 868084, Reason: Weight cannot be zero or negative
Delivery Number: 868102, Reason: Weight cannot be zero or negative
Delivery Number: 868103, Reason: Missing Weight
Delivery Number: 868132, Reason: Missing Area
Delivery Number: 868145, Reason: Weight cannot be zero or negative
Delivery Number: 868157, Reason: Weight cannot be zero or negative
Delivery Number: 868164, Reason: Weight cannot be zero or negative
Delivery Number: 868186, Reason: Weight exceeds capacity
Delivery Number: 868200, Reason: Weight cannot be zero or negative
Delivery Number: 868223, Reason: Weight exceeds capacity
Delivery Number: 868242, Reason: Missing Weight
Delivery Number: 868244, Reason: Missing Priority
Delivery Number: 868250, Reason: Weight cannot be zero or negative
Delivery Number: 868251, Reason: Missing Priority
Delivery Number: 868254, Reason: Weight exceeds capacity
Delivery Number: 868277, Reason: Missing Area
Delivery Number: 868297, Reason: Missing Priority
Delivery Number: 868310, Reason: Missing Weight
Delivery Number: 868316, Reason: Missing Area
Delivery Number: 868326, Reason: Weight exceeds capacity
Delivery Number: 868333, Reason: Missing Area
Delivery Number: 868336, Reason: Weight cannot be zero or negative
Delivery Number: 868339, Reason: Weight cannot be zero or negative
Delivery Number: 868348, Reason: Missing Priority
Delivery Number: 868364, Reason: Missing Priority
Delivery Number: 868367, Reason: Missing Area
Delivery Number: 868371, Reason: Missing Area
Delivery Number: 868375, Reason: Missing Area
Delivery Number: 868377, Reason: Missing Weight
Delivery Number: 868379, Reason: Missing Priority
Delivery Number: 868390, Reason: Missing Area
Delivery Number: 868413, Reason: Missing Area
Delivery Number: 868425, Reason: Weight exceeds capacity
Delivery Number: 868431, Reason: Weight cannot be zero or negative
Delivery Number: 868438, Reason: Missing Area
Delivery Number: 868469, Reason: Missing Weight
Delivery Number: 868470, Reason: Weight cannot be zero or negative
Delivery Number: 868481, Reason: Weight cannot be zero or negative
Delivery Number: 868494, Reason: Missing Area
Delivery Number: 868502, Reason: Missing Priority
